"page_type","entity_id","canonical_path","canonical_url","brand","brand_variants","model","model_variants","category","product_name","product_id","catalog_code","article_oem","condition","primary_query","secondary_queries","search_intent","title","description","h1","intro_text","faq","indexable","robots","status","validation_errors"
"home","home","/","https://xn--d1abifc1bn.xn--p1ai/","","[]","","[]","","","","","","","автозапчасти из Китая","[""доставка автозапчастей из Китая""]","commercial","KITRADE — автозапчасти из Китая с доставкой по России","Найдём автозапчасть у поставщиков в Китае, проверим перед отправкой и доставим в ваш город по России.","Автозапчасти из Китая с доставкой по всей России","","[]","true","index,follow","active","[]"
"product","1354","/catalog/product/radiator-dvigatelya-hongqi-hs5-1354/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/radiator-dvigatelya-hongqi-hs5-1354/","Hongqi","[]","HS5","[]","Двигатель","Радиатор двигателя Hongqi HS5","1354","","1301010DD01","Новое","Радиатор двигателя Hongqi HS5","[""Радиатор двигателя Hongqi HS5 1301010DD01"",""Радиатор двигателя Hongqi HS5 цена""]","commercial","Радиатор двигателя Hongqi HS5 — арт | Купить под заказ — Китрейд","Радиатор двигателя Hongqi HS5. Арт. 1301010DD01. Состояние: Новое. Происхождение: Оригинал.","Радиатор двигателя Hongqi HS5 — арт. 1301010DD01","","[]","true","index,follow","active","[]"
"product","1355","/catalog/product/patrubok-interkulera-geely-monjaro-1355/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/patrubok-interkulera-geely-monjaro-1355/","Geely","[]","Monjaro","[]","Система охлаждения","Патрубок интеркулера Geely Monjaro","1355","","2074121600","Новое","Патрубок интеркулера Geely Monjaro","[""Патрубок интеркулера Geely Monjaro 2074121600"",""Патрубок интеркулера Geely Monjaro цена""]","commercial","Патрубок интеркулера Geely Monjaro — | Купить под заказ — Китрейд","Патрубок интеркулера Geely Monjaro. Арт. 2074121600. Состояние: Новое. Происхождение: Оригинал.","Патрубок интеркулера Geely Monjaro — арт. 2074121600","","[]","true","index,follow","active","[]"
"product","1356","/catalog/product/vozduhozabornik-haval-jolion-1356/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/vozduhozabornik-haval-jolion-1356/","Haval","[]","Jolion","[]","Система охлаждения","Воздухозаборник Haval Jolion","1356","","1132100XGW02A","Новое","Воздухозаборник Haval Jolion","[""Воздухозаборник Haval Jolion 1132100XGW02A"",""Воздухозаборник Haval Jolion цена""]","commercial","Воздухозаборник Haval Jolion — арт | Купить под заказ — Китрейд","Воздухозаборник Haval Jolion. Арт. 1132100XGW02A. Состояние: Новое. Происхождение: Оригинал.","Воздухозаборник Haval Jolion — арт. 1132100XGW02A","","[]","true","index,follow","active","[]"
"product","1357","/catalog/product/kozhuh-radiatora-geely-galaxy-l7-1357/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/kozhuh-radiatora-geely-galaxy-l7-1357/","Geely","[]","Galaxy L7","[]","Система охлаждения","Кожух радиатора Geely Galaxy L7","1357","","6608200774","Новое","Кожух радиатора Geely Galaxy L7","[""Кожух радиатора Geely Galaxy L7 6608200774"",""Кожух радиатора Geely Galaxy L7 цена""]","commercial","Кожух радиатора Geely Galaxy L7 — арт | Купить под заказ — Китрейд","Кожух радиатора Geely Galaxy L7. Арт. 6608200774. Состояние: Новое. Происхождение: Оригинал.","Кожух радиатора Geely Galaxy L7 — арт. 6608200774","","[]","true","index,follow","active","[]"
"product","1358","/catalog/product/shlang-sistemy-ohlazhdeniya-mercedes-benz-g-class-1358/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/shlang-sistemy-ohlazhdeniya-mercedes-benz-g-class-1358/","Mercedes-Benz","[]","G-класс","[]","Система охлаждения","Шланг системы охлаждения Mercedes-Benz G-Class","1358","","A4635010700","Новое","Шланг системы охлаждения Mercedes-Benz G-Class","[""Шланг системы охлаждения Mercedes-Benz G-Class A4635010700"",""Шланг системы охлаждения Mercedes-Benz G-Class цена""]","commercial","Шланг системы охлаждения Mercedes-Benz | Купить под заказ — Китрейд","Шланг системы охлаждения Mercedes-Benz G-Class. Арт. A4635010700. Состояние: Новое. Происхождение: Оригинал.","Шланг системы охлаждения Mercedes-Benz G-Class — арт. A4635010700","","[]","true","index,follow","active","[]"
"product","1359","/catalog/product/shlang-sistemy-ohlazhdeniya-verh-mercedes-benz-g-clas-1359/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/shlang-sistemy-ohlazhdeniya-verh-mercedes-benz-g-clas-1359/","Mercedes-Benz","[]","G-класс","[]","Система охлаждения","Шланг системы охлаждения верх Mercedes-Benz G-Clas","1359","","A4635010600","Новое","Шланг системы охлаждения верх Mercedes-Benz G-Clas","[""Шланг системы охлаждения верх Mercedes-Benz G-Clas A4635010600"",""Шланг системы охлаждения верх Mercedes-Benz G-Clas цена""]","commercial","Шланг системы охлаждения верх | Купить под заказ — Китрейд","Шланг системы охлаждения верх Mercedes-Benz G-Clas. Арт. A4635010600. Состояние: Новое. Происхождение: Оригинал.","Шланг системы охлаждения верх Mercedes-Benz G-Clas — арт. A4635010600","","[]","true","index,follow","active","[]"
"product","1360","/catalog/product/radiator-dvigatelya-livan-x6-pro-1360/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/radiator-dvigatelya-livan-x6-pro-1360/","Livan","[]","X6 pro","[]","Двигатель","Радиатор двигателя Livan X6 Pro","1360","","6608049381","Новое","Радиатор двигателя Livan X6 Pro","[""Радиатор двигателя Livan X6 Pro 6608049381"",""Радиатор двигателя Livan X6 Pro цена""]","commercial","Радиатор двигателя Livan X6 Pro — арт | Купить под заказ — Китрейд","Радиатор двигателя Livan X6 Pro. Арт. 6608049381. Состояние: Новое. Происхождение: Оригинал.","Радиатор двигателя Livan X6 Pro — арт. 6608049381","","[]","true","index,follow","active","[]"
"product","1361","/catalog/product/radiator-dvigatelya-kia-sportage-china-v-1361/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/radiator-dvigatelya-kia-sportage-china-v-1361/","Kia","[]","Sportage (China)","[]","Двигатель","Радиатор двигателя KIA Sportage (China) V","1361","","25310R4000","Новое","Радиатор двигателя KIA Sportage (China) V","[""Радиатор двигателя KIA Sportage (China) V 25310R4000"",""Радиатор двигателя KIA Sportage (China) V цена""]","commercial","Радиатор двигателя KIA Sportage | Купить под заказ — Китрейд","Радиатор двигателя KIA Sportage (China) V. Арт. 25310R4000. Состояние: Новое. Происхождение: Оригинал.","Радиатор двигателя KIA Sportage (China) V — арт. 25310R4000","","[]","true","index,follow","active","[]"
"product","1362","/catalog/product/interkuler-wey-07-1362/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/interkuler-wey-07-1362/","Wey","[]","07","[]","Система охлаждения","Интеркулер WEY 07","1362","","1119200XGW01A","Новое","Интеркулер WEY 07","[""Интеркулер WEY 07 1119200XGW01A"",""Интеркулер WEY 07 цена""]","commercial","Интеркулер WEY 07 — арт. 1119200XGW01A | Купить под заказ — Китрейд","Интеркулер WEY 07. Арт. 1119200XGW01A. Состояние: Новое. Происхождение: Оригинал.","Интеркулер WEY 07 — арт. 1119200XGW01A","","[]","true","index,follow","active","[]"
"product","1363","/catalog/product/patrubok-zabora-vozduha-hongqi-hs5-1363/","https://xn--d1abifc1bn.xn--p1ai/catalog/product/patrubok-zabora-vozduha-hongqi-hs5-1363/","Hongqi","[]","HS5","[]","Система охлаждения","Патрубок забора воздуха Hongqi HS5","1363","","1109010DD01","Новое","Патрубок забора воздуха Hongqi HS5","[""Патрубок забора воздуха Hongqi HS5 1109010DD01"",""Патрубок забора воздуха Hongqi HS5 цена""]","commercial","Патрубок забора воздуха Hongqi HS5 — | Купить под заказ — Китрейд","Патрубок забора воздуха Hongqi HS5. Арт. 1109010DD01. Состояние: Новое. Происхождение: Оригинал.","Патрубок забора воздуха Hongqi HS5 — арт. 1109010DD01","","[]","true","index,follow","active","[]"
